Text,Score,Suggestion
تقریبا یکسال پیش این هدفون رو از دیجی گرفتم فقط برای مصرف خانگی و تماشای فیلم  یا گوش دادن به موزیک های که نیاز به تفکیک صدا دارن استفاده میکنم که واقعا در این موارد هدفون بسیار خوبی بوده و هست  چندبار سیمش به شدت کشیده شد ولی همچنان سالمه  به دوستان پیشنهاد میکنم در نقد یک وسیله نگاهشون رو از کاربرد خودشون به کاربرد اون وسیله تغییر بدن  بیشتر دوستان بر حسب کارایی که خودشون از جنس توقع دارند نقد میکنند  این هدفون مسلما برای استفاده تو مترو طراحی نشده  حالا هی میگند صداش کمه  بنده که شب ها در سکوت از این هدفون استفاده میکنم صداش رو 70 میذارم  و اصلا لزومی نمیبینم 100باشه  کیفیت به بلندی صدا نیست کیفیت به بیس نیست ,60,1
سلام دوستان من ابتدا 400 واتشو داشتم و با امپ هم استفاده کردم ازش و عالی بود الان 500 واتشو گرفتم و واقعا بی نظیره هم با امپ و هم بدون امپ راجب سوختن تویتر با امپ هم باید عرض کنم ک نمیسوزه بشرطی ک اون کسی ک براتون امپ رو  تنظیم میکنه بفهمه چجور تنظیم کنه ک فشار زیادی رو باند نباشه پس خیالتون راحت من 400 واتشو با امپ چند سال استفاده کردم و هیچ اتفاقی نیفتاد اینکه دیگه 500 واته بازم میگم اگه درست تنظیم بشه امپ اصلا باند نمیسوزه و اگه درست تنظیم نشه قوی ترین باند رو هم میسوزونه  ,88,1
باسلام خدمت دوستان این تبلت رو حدود سه هفته است خریدم خیلی ازش راضی هستم آپدیت 7 1 1 اندروید هم براش اومده که بنظر من سرعتش رو تا حدودی کم کرده ولی در مجموع عالیه ,72,1
صدا خوب و بیس صدا هم مناسب با هر آهنگی برا کسی ک ب صدا زیاد حساس هستش خیلی خوبه ,88,1
خیلی شیک و جادار هست  ,96,1
   خیلی خوبه  برای دخترم خریدم دو ساله ازش استفاده می کنه صداشم در نیومده    ,60,1
بیشتر از دو ساله که از دیجی کالا این محصول رو ارزونتر از همه جا تهیه کردم و بدون هزینه برام تا طبقه پنجم آوردن بالا و غیر از ادب و متانت و روی خوش هیچی از کارگرای عزیز دیجی کالا ندیدم و هنوز که هنوزه چهره اون دوست خوش برخورد در ذهنمه  هرجا هست موفق و پیروز باشه  و اما در مورد محصول متاسفانه توقف تولید شده ولی هنوز توی بازار موجوده و به چشمم میخوره  برای خانواده زیر سه نفر بهترین گزینه ست و حرف نداره  کیفیت فوق العاده و بدون ایراد داره کار میکنه   ,100,1
من این کنسول را تازه سفارش دادم امیدوارم که خوب باشه به دوستان توسیه میکنم که اگر مانیتور یا تلوزیون با کیفیت 4K دارن تهیه کنند وگرنه همان مدل اسلیم هم برای بازی کردن کافی است و یک گلایه از دوستان دیجی کالا بنده سه روز این کنسول را سفارش دادم ولی هنوز به دستم نرسیده اگر کمی در ارسال کالا درست عمل کنند بهتر میشود با تشکر ,60,1
سی پی یو و هارد جواب کار عادی وب و آفیس و  رو میده و پردازنده از سایر مدل های سلرون و پنتیوم های دیگه بهتره  نمره بهتری تو بنچمارک داره با این قیمت سرعت خوبی داره و هنگ نمیکنه  ,80,1
من یکسال این محصول رو دارم و توی شگفت انگیز خریدم  منتظرم دوباره شگفت انگیز بشه و یکی دیگه واسه کافی شاپم بخرم ,100,1
دوستان این لپ تاپ خیلی خوبه همه چیزش خوبه ولی با این قیمت میتونید لنوو بگیرید که گرافیکش سه چهار برابر قوی تر باشه من پی اس 18 نصب کردم تو بازی لگ میزنه  من فقط به خاطر مارکش ایسوس رو خریدمش چون نمیدونستم لنوو چجوریه الان هم یجورایی پشیمونم چرا لنوو رو نخریدم  از انتخابم ناراضی نیستم ولی بهترم میتونستم بخرم ,100,2
من هتوز با خود دستگاه کار نکردم ولی این دستگاه با مدل مشابه ش که 068 از نظر رنگ و کیفیت بدنه خیلی متفاوت هست پیشنهاد میکنم 068 رو بگیرید ,60,3
این کالا امروز به دستم رسید کادو واسه روز مادر برای مامانم سفارش داده بودم وقتی روشنش کردیم یک پیاز رو در حد پلک زدن خورد کرد یعنی 2 ثانیه هم طول نکشید خیلی راضی بودم فقط موقع شستن تیغه ها مواظب باشید چون دست مامانم برید ,60,1
دسته یکمی سنگینه که بسیار خوش دست تر میشه تو استفاده  جنس و اندازه هم بسیار عالی  هم برای قابلمه بزرگ کاربردیه هم تابه  ,100,1
یکی از پارامترهایی که در مورد تصویر تلویزیون های LED بسیار با اهمیت است غلظت رنگ مشکی تصویر است که متاسفانه در این مدل غلطت رنگ مشکی پایین است   ,68,1
بیشتر شبیه طلقه تا پلاستیک  ,36,2
وسیله ی خوبیه انا فقط برای زدن علف های نازک و تازه کاربرد داره اگر علف ها و خارو خاشاک خشک شده باشن چندان به کار نمیاد پیشنهاد میکنم بنزینیس رو بخرید درسته دستگاه های بنزینی شاید روغن کاری و دردسر داشته باشن اما در عوض قوی تر هستند و سیمشون موقع کار مشکل ساز و دستوپا گیر نمیشه ممنون ,60,2
به نسبت قیمت امکانات خوبی داره  حرفه ای نیست ولی برای کارای روزمرهخوبه ,88,2
عالیه من که راضیم ,100,1
من این لپ تاپ را برای برنامه نویسی خریدم  و خیلی ازش راضی هستم  تقریبا یک سالی هست که ازش استفاده می کنم و دو سیستم عامل ویندوز 10 و ابونتو 16 04 به صورت دوال بوت به خوبی کار می کنند  فکر کنم برای حداقل 4 سال دیگه نیازهای برنامه نویسی من را بر طرف کنه  پ ن  شاید براتون جالب باشه که لپ تاپ قبلی من Thinkpad T60 بود که به مدت 8 سال برام به خوبی کار کرد  واقعا دمشون گرم   ,100,1
توجه کنید که این ماهیتابه ساخت چین است و اشتباهی که من کردم نکنید   در توضیحات درج شده کشور مبدا برند   فرانسه   و من به اشتباه با شناختی که از برند تفال داشتم فکر کردم که ساخت فرانسه است   پس از دریافت متوجه شدم که کیفیت ساخت بسیار پایین است و صد رحمت به محصولات وطنی   منظورم محصولات ایرانی نیست ولی شما از تفال انتظار بیشتری دارید   در ضمن از آن نشانگر حرارتی قرمز رنگ معروف تفال هم خبری نیست ,40,2
قسمت خورد کن به سرعت خراب شد   محل اتصال شفت مرکزی به پره ها پلاستیکی هست   انتظار یک محصول با کیفیت رو نداشته باشد ,28,3
